N,P,K,temperature,humidity,ph,rainfall,season,location,label
96.96,28.41,63.91,25.47,82.0,7.02,19.66,Zaid,Andhra Pradesh,watermelon
27.21,52.62,79.24,18.54,25.39,7.78,84.91,Rabi,Maharashtra,chickpea
96.71,52.48,62.43,22.08,69.61,6.18,34.2,Kharif,Andhra Pradesh,tomato
23.83,13.21,16.4,24.98,85.44,5.84,150.63,Annual,West Bengal,orange
127.7,21.62,48.09,25.94,97.31,6.48,25.25,Zaid,Punjab,muskmelon
82.96,42.52,41.69,19.46,68.84,6.64,31.46,Rabi,West Bengal,spinach
99.73,55.66,62.19,25.95,80.55,7.04,164.16,Kharif,West Bengal,jute
78.57,57.45,103.01,15.29,56.86,7.05,44.8,Rabi,Maharashtra,carrot
72.32,59.3,104.1,27.23,83.03,5.37,154.79,Kharif,Karnataka,turmeric
12.46,49.2,1.27,24.64,57.67,6.14,56.4,Kharif,Karnataka,mothbeans
61.35,62.6,36.78,21.84,58.68,6.99,91.24,Zaid,Karnataka,sunflower
95.5,70.39,53.39,21.58,60.63,6.4,62.64,Kharif,Andhra Pradesh,tomato
33.16,28.21,32.16,23.09,72.64,6.86,36.98,Rabi,Madhya Pradesh,coriander
80.85,48.65,95.06,22.2,59.28,6.67,54.26,Rabi,Uttar Pradesh,carrot
14.12,0.0,16.14,23.05,93.24,6.52,68.8,Annual,Kerala,orange
20.0,68.12,36.73,19.01,10.0,5.96,105.76,Kharif,Andhra Pradesh,kidneybeans
73.07,46.72,33.89,22.5,47.3,6.9,40.17,Rabi,Uttar Pradesh,mustard
122.26,50.86,31.35,15.64,61.39,6.41,54.03,Rabi,Punjab,wheat
75.4,41.05,33.57,18.64,69.16,5.15,90.43,Kharif,Andhra Pradesh,maize
117.0,28.97,63.69,29.69,79.23,6.76,68.27,Zaid,Andhra Pradesh,watermelon
89.63,24.26,64.45,23.56,81.0,4.46,222.56,Annual,West Bengal,tea
29.17,29.85,19.36,25.79,40.24,6.76,29.15,Kharif,Tamil Nadu,sesame
93.82,46.55,25.96,22.92,55.57,5.67,44.11,Kharif,Andhra Pradesh,maize
23.17,46.63,17.46,18.33,74.79,6.65,48.97,Rabi,Maharashtra,lentil
120.71,13.8,31.85,26.92,90.88,5.67,27.32,Zaid,Uttar Pradesh,muskmelon
34.25,150.0,196.58,23.38,100.0,6.3,116.76,Rabi,Punjab,apple
110.08,50.12,68.39,19.54,77.54,6.09,68.99,Kharif,Maharashtra,tomato
73.48,52.17,98.2,27.2,84.47,6.09,128.4,Kharif,Andhra Pradesh,turmeric
37.3,79.88,19.69,29.4,62.8,6.84,61.79,Kharif,Maharashtra,blackgram
113.81,50.38,71.04,22.3,80.67,6.73,47.83,Rabi,Uttar Pradesh,cabbage
81.15,39.02,38.55,26.74,67.76,6.55,64.49,Kharif,Uttar Pradesh,okra
67.21,73.16,47.41,12.75,60.44,5.88,66.51,Rabi,Madhya Pradesh,garlic
35.56,68.75,23.8,15.92,25.33,5.61,99.33,Kharif,Kerala,kidneybeans
83.82,58.34,73.33,16.97,59.3,6.52,43.71,Rabi,Uttar Pradesh,garlic
15.18,20.53,44.66,26.09,86.05,6.82,81.62,Annual,Uttar Pradesh,guava
20.24,44.74,20.77,28.58,90.7,6.74,69.16,Kharif,Madhya Pradesh,mungbean
42.27,29.9,22.04,20.3,36.99,6.77,45.64,Rabi,Andhra Pradesh,coriander
75.87,36.55,50.14,17.87,39.26,7.05,39.39,Rabi,Madhya Pradesh,mustard
79.23,27.32,59.4,18.96,51.38,6.5,46.9,Rabi,Madhya Pradesh,onion
87.93,44.48,43.12,25.24,80.01,6.74,200.75,Kharif,West Bengal,jute
17.08,15.95,24.08,20.78,81.73,6.23,109.87,Annual,Maharashtra,pomegranate
20.72,22.82,30.28,27.8,94.45,6.14,163.9,Annual,Kerala,coconut
70.87,38.45,64.62,18.53,48.12,6.55,52.61,Rabi,Uttar Pradesh,garlic
18.58,33.43,35.11,36.48,55.39,5.91,88.88,Annual,Maharashtra,mango
70.68,53.88,63.49,20.49,60.73,5.89,58.46,Zaid,Maharashtra,cucumber
35.49,35.96,33.73,20.83,40.66,5.87,49.41,Rabi,Madhya Pradesh,fenugreek
45.74,31.2,16.01,27.08,41.26,5.85,33.12,Kharif,Maharashtra,pearlmillet
30.74,79.72,87.57,22.91,24.14,6.97,72.45,Rabi,Uttar Pradesh,chickpea
33.47,29.92,78.85,22.82,83.07,5.98,284.46,Annual,Kerala,cardamom
26.03,57.64,21.97,13.96,59.35,6.84,40.22,Rabi,Punjab,peas
45.13,37.08,22.65,30.17,94.07,7.22,152.55,Annual,Karnataka,papaya
14.47,36.8,26.12,27.7,55.68,6.91,28.45,Kharif,Andhra Pradesh,sesame
57.94,61.92,114.18,27.07,74.91,6.1,133.35,Kharif,Andhra Pradesh,turmeric
43.42,50.04,52.29,33.63,85.3,7.02,145.4,Annual,Andhra Pradesh,papaya
73.47,48.96,71.34,20.7,56.17,7.13,47.28,Rabi,Andhra Pradesh,garlic
34.37,45.52,70.62,26.6,66.09,6.13,73.65,Kharif,Andhra Pradesh,groundnut
83.55,56.26,53.78,15.39,71.09,6.54,47.07,Rabi,Kerala,garlic
21.58,52.69,40.55,25.88,59.98,6.56,72.45,Kharif,Tamil Nadu,groundnut
75.73,40.95,49.91,26.86,60.43,6.23,58.12,Kharif,Andhra Pradesh,okra
22.94,76.74,47.48,23.64,74.14,5.94,76.73,Kharif,Maharashtra,soybean
51.31,35.1,19.08,24.01,55.03,5.33,66.73,Kharif,Tamil Nadu,fingermillet
114.83,57.05,47.61,17.22,79.69,6.76,64.27,Kharif,Maharashtra,tomato
122.31,53.41,62.91,24.43,84.88,5.52,103.29,Annual,Karnataka,banana
96.77,43.07,38.87,22.31,59.29,6.71,92.2,Rabi,Uttar Pradesh,wheat
31.29,32.87,25.1,21.2,64.2,6.84,32.77,Rabi,Andhra Pradesh,coriander
23.67,76.04,15.62,14.67,65.8,6.4,61.81,Rabi,West Bengal,lentil
67.24,27.24,40.26,34.02,65.57,6.43,70.85,Kharif,Madhya Pradesh,sorghum
10.87,42.66,17.45,23.32,59.5,7.14,65.81,Kharif,Maharashtra,mothbeans
26.09,63.45,51.55,26.7,69.17,6.23,141.79,Kharif,Uttar Pradesh,soybean
64.38,58.89,66.97,27.16,82.38,6.2,187.77,Kharif,Tamil Nadu,turmeric
126.52,19.44,53.34,26.49,89.36,6.68,54.23,Zaid,Karnataka,watermelon
37.32,27.76,21.87,25.88,63.2,6.11,73.43,Kharif,Madhya Pradesh,sesame
17.85,46.0,31.76,28.09,78.82,6.1,52.09,Kharif,Telangana,mungbean
24.54,28.31,10.94,16.2,50.61,7.15,44.01,Rabi,Karnataka,coriander
26.57,58.05,33.26,23.14,66.1,6.73,84.15,Kharif,Tamil Nadu,soybean
61.83,30.58,88.52,20.28,61.86,6.46,61.48,Rabi,Tamil Nadu,carrot
88.53,54.11,31.88,16.86,56.67,6.46,48.25,Rabi,Kerala,spinach
37.62,30.47,22.29,19.04,51.64,6.35,35.84,Rabi,Andhra Pradesh,coriander
9.88,64.9,17.13,16.73,66.24,7.02,36.65,Rabi,Madhya Pradesh,lentil
41.42,131.63,203.55,26.21,82.73,6.61,61.15,Annual,Maharashtra,grapes
87.2,27.79,30.74,26.3,47.1,6.09,89.63,Kharif,Karnataka,sorghum
75.39,17.18,35.29,17.96,46.19,6.96,24.06,Rabi,Karnataka,mustard
16.67,36.63,48.77,35.35,32.79,5.48,95.08,Annual,Maharashtra,mango
83.32,46.08,39.63,17.59,50.6,6.39,72.67,Rabi,West Bengal,spinach
74.17,37.06,45.89,20.71,66.53,6.07,30.3,Rabi,Uttar Pradesh,spinach
90.37,36.24,44.55,20.92,62.62,5.71,175.61,Annual,Kerala,coffee
25.94,56.08,40.79,20.25,45.99,6.97,57.34,Rabi,Andhra Pradesh,peas
65.49,50.2,70.66,28.39,87.75,6.63,149.12,Kharif,Kerala,turmeric
18.69,56.68,44.1,28.73,73.52,6.47,78.62,Kharif,Maharashtra,soybean
57.75,63.74,31.99,27.29,49.1,6.62,50.03,Zaid,Karnataka,sunflower
38.25,31.72,31.67,24.54,71.24,5.89,60.23,Kharif,Karnataka,fingermillet
150.0,61.08,91.36,26.94,80.18,6.19,167.52,Annual,Madhya Pradesh,sugarcane
30.16,39.17,19.38,22.93,59.96,6.69,48.21,Kharif,Telangana,sesame
15.74,125.8,210.0,23.85,85.95,5.4,65.42,Annual,Karnataka,grapes
11.73,61.34,14.48,19.81,16.93,6.31,100.09,Kharif,Telangana,kidneybeans
15.21,61.66,7.7,22.26,42.82,5.77,203.07,Kharif,Madhya Pradesh,pigeonpeas
112.44,64.02,46.35,18.42,57.91,6.42,54.26,Rabi,West Bengal,spinach
34.98,65.01,14.94,27.33,72.88,7.61,45.3,Kharif,Andhra Pradesh,blackgram
17.38,26.26,37.07,21.74,88.76,6.63,97.47,Annual,Punjab,pomegranate
35.79,140.84,194.13,21.39,86.12,6.05,67.55,Annual,Maharashtra,grapes
70.49,31.32,29.6,26.71,83.04,6.39,159.21,Kharif,Karnataka,jute
47.83,25.73,21.83,29.25,40.91,6.45,55.61,Kharif,Tamil Nadu,sesame
40.19,28.7,11.41,20.65,72.32,6.46,94.57,Kharif,Karnataka,fingermillet
77.61,36.18,33.8,28.85,48.12,7.13,83.69,Kharif,Karnataka,sorghum
87.07,38.23,58.88,21.26,66.39,6.51,28.79,Rabi,Maharashtra,onion
87.06,59.1,69.89,19.78,61.87,6.31,86.08,Kharif,West Bengal,brinjal
51.81,28.69,13.61,35.68,37.89,6.43,37.15,Kharif,Maharashtra,pearlmillet
34.76,65.44,23.81,25.75,76.94,7.09,104.51,Kharif,Maharashtra,soybean
32.09,30.37,64.89,26.95,86.69,6.28,201.23,Annual,Karnataka,blackpepper
45.12,77.75,30.13,29.41,91.41,6.55,128.32,Annual,Andhra Pradesh,papaya
38.33,19.49,24.12,28.39,43.61,6.45,64.9,Rabi,Madhya Pradesh,coriander
82.44,43.67,22.87,25.81,59.92,6.83,144.14,Annual,Kerala,coffee
135.69,67.69,120.18,19.32,65.08,5.36,69.2,Rabi,West Bengal,potato
87.02,45.83,23.86,18.75,41.98,7.17,21.3,Rabi,West Bengal,mustard
8.91,60.7,13.0,19.68,65.75,7.13,37.64,Rabi,Punjab,lentil
81.95,39.3,9.33,18.11,67.52,4.8,90.14,Kharif,Madhya Pradesh,maize
130.19,70.25,65.05,21.93,77.07,6.06,42.22,Rabi,West Bengal,cabbage
58.66,59.37,96.99,28.35,78.82,6.32,147.61,Kharif,Andhra Pradesh,turmeric
89.45,43.78,28.19,25.82,78.22,7.88,71.2,Kharif,Telangana,cotton
23.11,31.86,25.45,28.71,50.72,6.16,93.99,Annual,Karnataka,mango
10.36,70.1,33.89,15.93,53.91,6.65,47.53,Rabi,Madhya Pradesh,peas
106.77,28.12,61.33,17.6,87.6,4.81,248.72,Annual,Kerala,tea
17.28,35.02,71.38,20.24,86.76,5.75,270.46,Annual,Tamil Nadu,cardamom
22.81,78.19,23.17,18.63,28.2,6.03,106.36,Kharif,Madhya Pradesh,kidneybeans
20.35,64.35,24.46,17.65,22.14,5.27,130.94,Kharif,Madhya Pradesh,kidneybeans
69.57,33.38,56.83,14.6,49.91,6.56,48.38,Rabi,Telangana,garlic
29.78,71.17,28.49,28.52,69.56,7.37,66.77,Kharif,Maharashtra,blackgram
63.44,43.23,10.8,26.85,53.55,5.82,69.38,Kharif,Karnataka,maize
20.77,35.35,6.71,30.46,48.26,6.38,33.59,Kharif,Karnataka,mothbeans
116.23,68.18,69.96,12.66,78.2,6.34,47.66,Rabi,West Bengal,cauliflower
112.66,23.65,50.3,31.42,98.28,6.72,19.3,Zaid,Uttar Pradesh,muskmelon
42.78,48.49,72.39,18.54,14.48,7.03,75.14,Rabi,Madhya Pradesh,chickpea
34.65,50.06,26.57,19.05,46.64,5.81,25.24,Rabi,West Bengal,fenugreek
30.3,25.62,32.57,27.78,96.68,6.25,167.4,Annual,Tamil Nadu,coconut
29.09,135.95,196.96,24.1,94.65,5.4,139.69,Rabi,Andhra Pradesh,apple
49.01,30.41,68.17,28.04,85.55,5.74,166.78,Annual,Karnataka,blackpepper
69.1,56.25,48.13,26.7,86.3,6.7,183.29,Kharif,Kerala,jute
22.61,33.43,0.28,31.25,38.66,6.92,57.45,Kharif,Andhra Pradesh,sesame
67.01,36.18,33.32,22.23,49.07,6.82,49.52,Rabi,Uttar Pradesh,mustard
35.69,24.79,12.28,23.94,87.24,5.68,109.17,Annual,Maharashtra,orange
72.11,50.45,38.41,22.7,72.41,6.46,140.44,Kharif,West Bengal,jute
60.35,49.51,55.01,29.76,62.46,5.62,85.17,Kharif,Uttar Pradesh,okra
30.38,44.11,11.97,17.0,56.94,6.23,55.36,Rabi,Karnataka,fenugreek
59.62,21.61,30.2,28.39,58.53,7.59,46.46,Kharif,Maharashtra,sorghum
137.22,31.01,27.16,24.68,81.35,7.04,114.13,Kharif,Maharashtra,cotton
122.44,78.87,119.53,22.48,63.38,4.99,51.2,Rabi,Maharashtra,potato
63.26,55.12,101.66,24.43,73.48,5.76,172.35,Kharif,Kerala,ginger
98.7,56.19,48.5,21.73,48.1,6.33,23.65,Rabi,Maharashtra,onion
63.6,33.71,65.9,25.65,77.93,6.98,39.59,Zaid,Andhra Pradesh,watermelon
34.17,70.76,12.82,28.36,72.27,5.85,193.86,Kharif,Uttar Pradesh,pigeonpeas
96.34,27.38,68.81,21.34,79.42,5.57,257.12,Annual,Uttar Pradesh,tea
100.99,33.21,39.81,19.81,59.62,6.57,45.55,Rabi,Uttar Pradesh,spinach
41.87,34.23,54.44,23.0,81.6,5.77,214.35,Annual,Madhya Pradesh,blackpepper
17.11,28.09,13.27,21.51,87.9,6.11,110.13,Annual,Maharashtra,orange
96.94,106.14,67.65,25.48,83.61,5.66,105.07,Annual,Maharashtra,banana
29.63,72.02,19.57,31.44,73.38,5.96,153.5,Kharif,Madhya Pradesh,pigeonpeas
12.46,60.36,44.8,28.7,81.79,7.11,87.38,Kharif,Kerala,soybean
70.27,30.64,28.57,23.8,50.32,6.48,83.54,Kharif,Madhya Pradesh,sorghum
52.22,25.67,22.22,19.44,40.84,6.79,72.41,Kharif,Tamil Nadu,fingermillet
71.5,34.49,15.57,18.9,55.29,6.75,47.39,Rabi,Punjab,mustard
27.9,31.02,20.58,27.58,60.18,6.13,60.89,Kharif,Telangana,sesame
85.44,31.87,34.59,23.36,58.8,6.24,44.08,Zaid,Karnataka,cucumber
33.4,64.04,29.96,25.98,88.25,7.13,93.14,Kharif,Maharashtra,soybean
26.49,15.6,16.96,26.16,55.23,6.68,68.01,Kharif,Madhya Pradesh,sesame
29.11,16.89,63.25,19.92,93.42,6.2,256.63,Annual,Andhra Pradesh,cardamom
29.75,79.67,12.24,29.0,72.64,7.56,81.92,Kharif,Punjab,blackgram
52.46,27.85,31.98,22.96,58.67,6.1,68.34,Kharif,Andhra Pradesh,fingermillet
40.54,34.58,26.96,25.23,56.98,5.32,54.7,Kharif,Andhra Pradesh,fingermillet
113.37,70.09,55.51,19.26,69.13,6.19,59.0,Rabi,West Bengal,cabbage
110.85,66.7,71.1,23.39,75.5,5.75,101.41,Rabi,Uttar Pradesh,cauliflower
112.55,47.67,19.29,25.41,79.43,7.59,113.82,Kharif,Punjab,cotton
48.73,25.21,28.61,22.94,47.07,5.75,61.97,Kharif,Andhra Pradesh,fingermillet
19.48,32.49,26.16,27.58,95.4,6.46,154.72,Annual,Punjab,coconut
18.77,72.95,27.81,16.47,66.19,6.76,72.06,Rabi,Madhya Pradesh,peas
27.96,56.87,14.49,19.08,31.69,6.61,112.19,Kharif,Madhya Pradesh,kidneybeans
35.09,144.16,206.74,24.22,93.87,5.92,111.41,Rabi,Andhra Pradesh,apple
125.63,72.53,36.18,13.79,42.24,6.77,79.46,Rabi,Uttar Pradesh,wheat
73.31,56.91,42.63,26.44,73.28,6.57,248.18,Kharif,Maharashtra,rice
24.0,45.84,52.48,24.43,81.68,5.81,217.83,Annual,Uttar Pradesh,cardamom
23.78,66.83,26.38,27.07,79.8,5.88,155.86,Kharif,West Bengal,pigeonpeas
63.67,53.07,41.35,21.32,65.0,6.82,75.8,Zaid,Maharashtra,sunflower
59.51,39.38,91.97,25.5,66.75,6.17,204.67,Kharif,West Bengal,ginger
85.37,34.49,24.98,23.94,73.6,6.35,28.72,Rabi,Maharashtra,spinach
73.9,45.03,34.06,22.2,62.67,5.95,52.07,Rabi,Punjab,mustard
33.76,56.79,27.92,28.02,74.39,7.07,63.68,Kharif,Maharashtra,soybean
28.63,46.11,14.04,31.52,44.38,6.59,57.87,Kharif,Uttar Pradesh,mothbeans
124.87,77.21,67.42,22.11,79.3,5.93,48.89,Rabi,Uttar Pradesh,cabbage
36.72,34.81,54.46,15.93,20.19,7.36,78.69,Rabi,Kerala,chickpea
10.41,52.51,16.45,20.81,24.47,6.06,83.02,Kharif,Uttar Pradesh,kidneybeans
36.34,64.08,54.52,28.64,92.35,6.45,155.4,Annual,Andhra Pradesh,papaya
78.04,47.96,58.07,23.56,74.65,5.94,75.5,Rabi,Karnataka,onion
59.05,39.09,45.91,20.26,89.38,6.35,263.86,Kharif,Telangana,rice
21.72,8.51,18.04,22.47,94.5,4.98,166.99,Annual,Kerala,coconut
59.29,56.04,101.71,24.71,78.73,6.35,147.66,Kharif,Kerala,ginger
80.89,55.69,68.08,19.78,53.09,6.01,61.4,Rabi,Karnataka,onion
31.13,69.59,37.88,16.18,45.27,6.8,50.51,Rabi,Andhra Pradesh,peas
12.93,15.82,34.32,22.75,55.6,6.82,97.24,Annual,Madhya Pradesh,guava
57.06,22.26,37.79,18.61,66.35,6.08,90.83,Kharif,Andhra Pradesh,fingermillet
124.66,7.23,44.41,28.82,93.67,5.82,17.54,Zaid,Uttar Pradesh,muskmelon
81.32,42.2,17.93,29.91,55.79,5.81,85.27,Kharif,Andhra Pradesh,maize
62.8,30.6,14.92,19.35,64.3,6.46,45.32,Kharif,Madhya Pradesh,maize
35.42,45.31,5.51,31.54,51.94,6.92,42.96,Kharif,Karnataka,sesame
23.15,14.89,15.0,25.34,89.78,6.4,74.63,Annual,Madhya Pradesh,orange
87.28,53.74,51.34,19.21,50.25,6.21,31.33,Rabi,West Bengal,garlic
31.51,51.89,49.63,27.12,76.72,6.37,54.56,Kharif,Andhra Pradesh,groundnut
15.75,31.73,11.65,20.24,87.98,5.76,93.39,Annual,Uttar Pradesh,orange
135.51,53.91,28.3,26.43,75.9,7.28,81.86,Kharif,Telangana,cotton
90.87,50.49,38.12,25.83,82.79,6.51,262.28,Kharif,Tamil Nadu,rice
18.62,32.11,25.98,29.26,83.61,6.65,61.42,Kharif,Andhra Pradesh,mungbean
9.29,43.55,12.4,34.56,82.48,6.45,44.44,Kharif,Andhra Pradesh,mungbean
16.95,119.08,153.45,20.6,80.13,5.75,75.81,Annual,Karnataka,grapes
72.88,54.53,42.22,29.15,67.41,6.41,40.82,Zaid,Karnataka,cucumber
85.03,40.52,23.85,26.03,67.82,5.91,138.03,Kharif,Karnataka,maize
150.0,61.06,141.04,25.99,70.39,6.31,150.59,Annual,Uttar Pradesh,sugarcane
75.5,43.59,38.8,24.19,75.46,7.05,187.91,Kharif,West Bengal,jute
110.26,34.99,35.02,20.1,50.28,6.55,135.09,Annual,Tamil Nadu,coffee
77.61,26.7,23.52,22.75,75.73,6.87,72.08,Kharif,Telangana,cotton
60.39,66.14,39.72,30.24,58.37,7.11,59.45,Zaid,Punjab,sunflower
100.3,8.5,57.56,27.95,90.85,6.35,34.11,Zaid,West Bengal,watermelon
130.19,87.48,41.64,28.94,80.05,5.8,83.46,Annual,Maharashtra,banana
45.75,46.19,109.17,21.84,75.59,6.21,136.79,Kharif,Punjab,ginger
86.45,26.19,61.5,21.77,84.33,4.91,219.39,Annual,West Bengal,tea
129.13,62.05,48.95,16.08,58.76,6.97,88.99,Rabi,Andhra Pradesh,wheat
14.99,56.78,20.79,31.03,70.87,5.05,159.46,Kharif,Andhra Pradesh,pigeonpeas
57.09,52.85,112.54,29.68,82.64,5.28,137.35,Kharif,Andhra Pradesh,turmeric
66.66,42.9,52.77,28.56,53.12,6.08,56.05,Kharif,Andhra Pradesh,okra
17.37,45.67,0.0,28.17,85.09,7.22,69.64,Kharif,Madhya Pradesh,mungbean
94.94,14.8,64.77,24.23,83.82,5.09,205.5,Annual,West Bengal,tea
89.59,75.49,47.6,29.53,77.57,5.78,119.26,Annual,Maharashtra,banana
41.17,32.71,0.35,22.55,56.53,6.02,39.93,Rabi,Madhya Pradesh,fenugreek
97.09,74.45,50.89,20.5,72.5,5.5,57.42,Kharif,Andhra Pradesh,tomato
40.85,45.06,57.87,21.02,13.45,6.84,73.75,Rabi,West Bengal,chickpea
75.57,48.48,35.93,24.15,82.93,6.45,216.43,Kharif,West Bengal,rice
53.85,33.44,37.06,21.78,85.57,7.0,182.94,Kharif,Punjab,rice
5.41,46.98,35.76,25.9,89.32,6.46,50.83,Kharif,Madhya Pradesh,mungbean
63.52,53.68,41.34,18.37,51.73,5.86,64.93,Zaid,Karnataka,sunflower
23.5,49.52,54.09,27.27,72.85,5.93,92.92,Kharif,Andhra Pradesh,groundnut
19.75,35.66,9.1,26.77,81.56,6.34,45.11,Kharif,Maharashtra,mungbean
117.91,14.67,21.67,19.89,52.11,6.74,175.79,Annual,Kerala,coffee
56.56,36.12,41.44,21.76,80.69,6.95,142.97,Kharif,Kerala,jute
15.96,148.9,210.0,26.12,87.23,6.0,103.51,Annual,Maharashtra,grapes
24.58,29.49,27.97,32.35,47.08,5.36,105.87,Annual,West Bengal,mango
45.9,64.22,94.04,23.7,19.68,7.76,90.01,Rabi,Madhya Pradesh,chickpea
43.64,23.24,8.48,32.36,33.04,6.91,57.64,Kharif,Madhya Pradesh,sesame
24.92,47.42,62.2,28.35,65.98,6.37,82.75,Kharif,Tamil Nadu,groundnut
75.29,38.58,47.4,24.16,73.21,5.5,48.17,Zaid,Karnataka,cucumber
6.07,26.67,14.33,26.69,95.86,6.04,143.05,Annual,Kerala,coconut
52.3,49.18,48.58,32.79,91.78,7.19,112.21,Annual,Maharashtra,papaya
49.2,25.22,20.75,20.49,61.29,6.25,36.35,Rabi,Karnataka,coriander
68.96,32.71,101.54,26.95,81.73,6.2,153.8,Kharif,Karnataka,turmeric
106.88,35.89,57.76,27.04,65.96,6.0,44.19,Zaid,Maharashtra,cucumber
32.01,60.96,99.97,22.37,92.66,6.18,174.85,Kharif,Kerala,ginger
73.8,66.1,47.83,33.92,57.62,5.94,43.48,Zaid,Andhra Pradesh,sunflower
75.52,37.75,61.28,22.54,86.19,5.84,267.26,Kharif,West Bengal,rice
112.73,82.0,108.07,20.38,66.63,5.86,56.78,Rabi,Punjab,potato
24.7,23.27,34.95,23.29,49.08,6.3,133.08,Annual,West Bengal,guava
10.19,8.32,27.26,23.93,89.77,6.45,104.69,Annual,Tamil Nadu,pomegranate
108.93,42.48,72.72,14.86,66.07,6.24,42.13,Rabi,West Bengal,cabbage
30.12,11.76,40.89,23.87,86.9,6.39,104.24,Annual,Karnataka,pomegranate
108.48,46.7,20.21,29.6,54.06,7.34,172.15,Annual,Kerala,coffee
37.4,38.56,49.95,26.07,68.72,6.34,64.19,Kharif,Kerala,groundnut
90.24,60.56,30.63,26.92,84.07,6.44,201.4,Kharif,West Bengal,jute
123.85,80.83,51.62,15.0,70.63,6.81,57.15,Rabi,West Bengal,cabbage
84.74,30.85,45.99,22.31,90.7,5.09,289.38,Annual,Kerala,tea
111.69,51.88,64.8,23.37,48.06,7.08,56.94,Kharif,West Bengal,tomato
27.87,57.45,13.37,21.93,29.04,6.06,95.9,Kharif,Uttar Pradesh,kidneybeans
92.42,44.2,71.87,15.79,55.18,5.59,54.34,Rabi,Telangana,onion
31.03,53.09,77.64,23.31,10.0,6.47,91.47,Rabi,Madhya Pradesh,chickpea
18.75,124.26,202.88,26.85,96.55,5.8,122.77,Rabi,Andhra Pradesh,apple
122.74,48.51,9.95,22.61,81.77,7.54,105.63,Kharif,Tamil Nadu,cotton
35.54,16.21,53.86,24.25,84.28,5.82,277.38,Annual,Karnataka,cardamom
62.8,52.5,56.85,15.31,62.08,5.92,62.23,Rabi,Madhya Pradesh,garlic
27.43,50.52,21.47,32.23,50.71,6.83,49.5,Kharif,Maharashtra,blackgram
123.51,60.56,56.76,17.26,63.76,6.03,59.25,Rabi,Kerala,cabbage
74.01,50.0,69.77,18.78,57.16,6.67,28.66,Rabi,Tamil Nadu,garlic
72.9,71.52,83.2,17.06,61.65,6.1,47.18,Rabi,Kerala,carrot
68.01,67.02,30.15,22.27,51.34,6.64,40.53,Zaid,Karnataka,sunflower
53.65,62.36,48.29,25.97,52.13,6.48,79.74,Zaid,West Bengal,sunflower
100.24,44.37,18.08,21.0,50.93,5.66,54.45,Rabi,Kerala,spinach
81.73,47.28,61.59,23.69,50.92,5.98,44.47,Rabi,Karnataka,onion
28.97,32.85,19.98,29.45,47.92,7.03,51.87,Kharif,Tamil Nadu,pearlmillet
31.81,62.86,20.67,23.25,68.31,7.19,41.89,Rabi,Madhya Pradesh,fenugreek
51.06,39.06,31.63,24.38,49.38,6.38,62.97,Kharif,Andhra Pradesh,fingermillet
92.65,56.34,46.7,26.99,76.51,6.3,64.48,Kharif,Maharashtra,tomato
17.63,51.4,43.51,13.34,56.88,6.36,66.0,Rabi,Maharashtra,peas
63.16,38.05,20.11,21.01,45.58,6.03,48.79,Rabi,West Bengal,mustard
28.9,51.69,45.95,31.26,75.76,6.15,68.75,Kharif,Telangana,groundnut
24.08,115.0,189.34,30.19,72.99,5.93,52.51,Annual,Karnataka,grapes
57.77,52.56,38.39,28.89,71.9,5.88,83.07,Zaid,Karnataka,cucumber
26.09,38.42,60.11,24.23,83.52,5.64,274.66,Annual,Karnataka,cardamom
136.78,41.25,31.25,21.48,89.62,6.42,44.12,Kharif,Maharashtra,cotton
68.3,32.77,34.44,30.77,72.75,6.95,53.63,Zaid,Kerala,cucumber
43.42,25.41,20.64,26.01,41.84,6.69,50.22,Kharif,Uttar Pradesh,pearlmillet
18.76,72.86,41.95,15.69,56.31,6.77,42.68,Rabi,Punjab,peas
31.36,52.3,22.05,26.12,62.53,8.0,63.0,Kharif,Maharashtra,blackgram
127.97,58.5,51.36,15.89,59.32,6.55,72.34,Rabi,Uttar Pradesh,wheat
21.28,49.3,33.37,30.1,56.28,6.31,89.47,Kharif,Maharashtra,soybean
87.76,82.43,50.45,24.64,89.93,5.79,107.84,Annual,Andhra Pradesh,banana
56.29,60.25,42.38,26.69,36.41,6.75,57.38,Zaid,Karnataka,sunflower
17.91,68.6,55.67,24.59,70.18,6.7,75.54,Kharif,Tamil Nadu,groundnut
57.67,70.21,124.82,28.15,77.8,6.15,116.78,Kharif,Andhra Pradesh,turmeric
93.82,80.83,46.34,22.48,87.36,6.2,96.37,Annual,Andhra Pradesh,banana
30.73,63.67,35.09,23.66,65.7,6.11,107.01,Kharif,Telangana,soybean
122.87,68.17,118.0,16.02,70.19,5.79,61.14,Rabi,West Bengal,potato
17.7,19.66,34.71,31.74,92.99,5.84,158.82,Annual,Tamil Nadu,coconut
17.51,139.06,210.0,24.84,87.12,6.3,121.51,Rabi,Uttar Pradesh,apple
47.03,32.61,36.03,30.77,52.67,6.78,49.38,Kharif,Uttar Pradesh,pearlmillet
49.57,41.22,51.51,32.62,82.08,6.49,156.71,Annual,Tamil Nadu,papaya
28.77,12.65,60.82,28.76,88.97,5.73,215.26,Annual,Karnataka,cardamom
28.83,70.23,39.0,11.29,56.04,7.02,59.33,Rabi,Andhra Pradesh,peas
94.94,43.14,61.68,19.47,80.81,5.07,176.87,Annual,West Bengal,tea
